problem_type = SOD
num_blocks = 128
interval_x = 64
interval_y = 64
interval_z = 65536
output_frequency = 101
time_steps = 50
length_x = 1.000000
length_y = 0.200000
length_z = 2.000000
ramp_angle = 0.000000
dt = 1e-08
wait = false
viscous = true
second_order_space = true
output_results = false
codegen: cross_product_array 1.992555e+00

Setup Time =   4.182425 s

ELAPSED TIME =  11.323 s
codegen: cross_product_array 1.991276e+00
codegen: cross_product_array 1.992830e+00
codegen: cross_product_array 1.992454e+00
codegen: cross_product_array 1.992512e+00
codegen: cross_product_array 1.992585e+00
codegen: cross_product_array 1.992575e+00
codegen: cross_product_array 1.992343e+00
codegen: cross_product_array 1.992413e+00
codegen: cross_product_array 1.992636e+00
codegen: cross_product_array 1.992301e+00
codegen: cross_product_array 1.992378e+00
codegen: cross_product_array 1.992537e+00
codegen: cross_product_array 1.992483e+00
codegen: cross_product_array 1.992385e+00
codegen: cross_product_array 1.992360e+00
codegen: cross_product_array 1.992456e+00
codegen: cross_product_array 1.992384e+00
codegen: cross_product_array 1.993637e+00
codegen: cross_product_array 1.992479e+00
codegen: cross_product_array 1.992437e+00
codegen: cross_product_array 1.992383e+00
codegen: cross_product_array 1.992736e+00
codegen: cross_product_array 1.992281e+00
codegen: cross_product_array 1.992397e+00
codegen: cross_product_array 1.992212e+00
codegen: cross_product_array 1.992558e+00
codegen: cross_product_array 1.992413e+00
codegen: cross_product_array 1.992352e+00
codegen: cross_product_array 1.992419e+00
codegen: cross_product_array 1.992247e+00
codegen: cross_product_array 1.992576e+00
codegen: cross_product_array 1.992494e+00
codegen: cross_product_array 1.992316e+00
codegen: cross_product_array 1.992354e+00
codegen: cross_product_array 1.992824e+00
codegen: cross_product_array 1.992352e+00
codegen: cross_product_array 1.992597e+00
codegen: cross_product_array 1.992836e+00
codegen: cross_product_array 1.992561e+00
codegen: cross_product_array 1.991930e+00
codegen: cross_product_array 1.992229e+00
codegen: cross_product_array 1.992544e+00
codegen: cross_product_array 1.992297e+00
codegen: cross_product_array 1.992397e+00
codegen: cross_product_array 1.992374e+00
codegen: cross_product_array 1.992179e+00
codegen: cross_product_array 1.992261e+00
codegen: cross_product_array 1.992316e+00
codegen: cross_product_array 1.992665e+00
codegen: cross_product_array 1.992289e+00
codegen: cross_product_array 1.992363e+00
codegen: cross_product_array 1.992385e+00
codegen: cross_product_array 1.992298e+00
codegen: cross_product_array 1.992348e+00
codegen: cross_product_array 1.992671e+00
codegen: cross_product_array 1.992255e+00
codegen: cross_product_array 1.992446e+00
codegen: cross_product_array 1.992350e+00
codegen: cross_product_array 1.992235e+00
codegen: cross_product_array 1.992616e+00
codegen: cross_product_array 1.992497e+00
codegen: cross_product_array 1.992215e+00
codegen: cross_product_array 1.992703e+00
codegen: cross_product_array 1.992768e+00
codegen: cross_product_array 1.992205e+00
codegen: cross_product_array 1.992620e+00
codegen: cross_product_array 1.992543e+00
codegen: cross_product_array 1.992269e+00
codegen: cross_product_array 1.992293e+00
codegen: cross_product_array 1.992378e+00
codegen: cross_product_array 1.992532e+00
codegen: cross_product_array 1.992510e+00
codegen: cross_product_array 1.992298e+00
codegen: cross_product_array 1.992410e+00
codegen: cross_product_array 1.992586e+00
codegen: cross_product_array 1.992569e+00
codegen: cross_product_array 1.992479e+00
codegen: cross_product_array 1.992128e+00
codegen: cross_product_array 1.992233e+00
codegen: cross_product_array 1.992690e+00
codegen: cross_product_array 1.992394e+00
codegen: cross_product_array 1.992253e+00
codegen: cross_product_array 1.992665e+00
codegen: cross_product_array 1.992387e+00
codegen: cross_product_array 1.992246e+00
codegen: cross_product_array 1.992402e+00
codegen: cross_product_array 1.992369e+00
codegen: cross_product_array 1.992340e+00
codegen: cross_product_array 1.992245e+00
codegen: cross_product_array 1.992501e+00
codegen: cross_product_array 1.992354e+00
codegen: cross_product_array 1.992300e+00
codegen: cross_product_array 1.992341e+00
codegen: cross_product_array 1.992752e+00
codegen: cross_product_array 1.992368e+00
codegen: cross_product_array 1.992550e+00
codegen: cross_product_array 1.992360e+00
codegen: cross_product_array 1.992463e+00
codegen: cross_product_array 1.992684e+00
codegen: cross_product_array 1.992445e+00
codegen: cross_product_array 1.992351e+00
codegen: cross_product_array 1.992366e+00
codegen: cross_product_array 1.992397e+00
codegen: cross_product_array 1.992366e+00
codegen: cross_product_array 1.992420e+00
codegen: cross_product_array 1.992630e+00
codegen: cross_product_array 1.991505e+00
codegen: cross_product_array 1.992519e+00
codegen: cross_product_array 1.992319e+00
codegen: cross_product_array 1.992389e+00
codegen: cross_product_array 1.992367e+00
codegen: cross_product_array 1.992718e+00
codegen: cross_product_array 1.992379e+00
codegen: cross_product_array 1.992356e+00
codegen: cross_product_array 1.992672e+00
codegen: cross_product_array 1.992270e+00
codegen: cross_product_array 1.992403e+00
codegen: cross_product_array 1.992473e+00
codegen: cross_product_array 1.992472e+00
codegen: cross_product_array 1.992402e+00
codegen: cross_product_array 1.992593e+00
codegen: cross_product_array 1.992420e+00
codegen: cross_product_array 1.992404e+00
codegen: cross_product_array 1.992200e+00
codegen: cross_product_array 1.992420e+00
codegen: cross_product_array 1.992445e+00
codegen: cross_product_array 1.992279e+00
